"","PRODUTO","ano","rend","name"
"489","AVEIA","1997/98","196.90000000000001","producao"
"490","CANOLA","1997/98","0","producao"
"491","CENTEIO","1997/98","8.0999999999999996","producao"
"492","CEVADA","1997/98","302.30000000000001","producao"
"493","FEIJÃO TOTAL","1997/98","2231.6040000000003","producao"
"494","FEIJÃO 1ª SAFRA","1997/98","916.39999999999998","producao"
"495","FEIJÃO 2ª SAFRA","1997/98","997","producao"
"496","FEIJÃO 3ª SAFRA","1997/98","318.20400000000001","producao"
"497","GIRASSOL","1997/98","15.800000000000001","producao"
"498","MAMONA","1997/98","18.800000000000001","producao"
"499","MILHO TOTAL","1997/98","30187.799999999999","producao"
"500","MILHO 1ª SAFRA","1997/98","24605.099999999999","producao"
"501","MILHO 2ª SAFRA","1997/98","5582.6999999999998","producao"
"502","SOJA","1997/98","31369.900000000001","producao"
"503","SORGO","1997/98","630","producao"
"504","TRIGO","1997/98","2187.6999999999998","producao"
"505","TRITICALE","1997/98","0","producao"
"506","BRASIL","1997/98","76558.703999999983","producao"
"507","ALGODÃO - CAROÇO","1998/99","923.79999999999995","producao"
"508","AMENDOIM TOTAL","1998/99","172.40000000000001","producao"
"509","AMENDOIM 1ª SAFRA","1998/99","138.19999999999999","producao"
"510","AMENDOIM 2ª SAFRA","1998/99","34.200000000000003","producao"
"511","ARROZ","1998/99","11582.200000000001","producao"
"512","AVEIA","1998/99","286.89999999999998","producao"
"513","CANOLA","1998/99","0","producao"
"514","CENTEIO","1998/99","8","producao"
"515","CEVADA","1998/99","314.80000000000001","producao"
"516","FEIJÃO TOTAL","1998/99","2895.6875","producao"
"517","FEIJÃO 1ª SAFRA","1998/99","1246.9000000000001","producao"
"518","FEIJÃO 2ª SAFRA","1998/99","1354","producao"
"519","FEIJÃO 3ª SAFRA","1998/99","294.78750000000002","producao"
"520","GIRASSOL","1998/99","49","producao"
"521","MAMONA","1998/99","31.100000000000001","producao"
"522","MILHO TOTAL","1998/99","32393.400000000001","producao"
"523","MILHO 1ª SAFRA","1998/99","26742","producao"
"524","MILHO 2ª SAFRA","1998/99","5651.3999999999996","producao"
"525","SOJA","1998/99","30765","producao"
"526","SORGO","1998/99","612.79999999999995","producao"
"527","TRIGO","1998/99","2402.8000000000002","producao"
"528","TRITICALE","1998/99","0","producao"
"529","BRASIL","1998/99","82437.887500000012","producao"
"530","ALGODÃO - CAROÇO","1999/00","1187.4000000000001","producao"
"531","AMENDOIM TOTAL","1999/00","171.59999999999999","producao"
"532","AMENDOIM 1ª SAFRA","1999/00","146.5","producao"
"533","AMENDOIM 2ª SAFRA","1999/00","25.100000000000001","producao"
"534","ARROZ","1999/00","11423.1","producao"
"535","AVEIA","1999/00","194.09999999999999","producao"
"536","CANOLA","1999/00","0","producao"
"537","CENTEIO","1999/00","6.7999999999999998","producao"
"538","CEVADA","1999/00","319.30000000000001","producao"
"539","FEIJÃO TOTAL","1999/00","3097.931","producao"
"540","FEIJÃO 1ª SAFRA","1999/00","1412.4000000000001","producao"
"541","FEIJÃO 2ª SAFRA","1999/00","1455.5","producao"
"542","FEIJÃO 3ª SAFRA","1999/00","230.03100000000001","producao"
"543","GIRASSOL","1999/00","97.400000000000006","producao"
"544","MAMONA","1999/00","107.40000000000001","producao"
"545","MILHO TOTAL","1999/00","31640.5","producao"
"546","MILHO 1ª SAFRA","1999/00","27715.299999999999","producao"
"547","MILHO 2ª SAFRA","1999/00","3925.1999999999998","producao"
"548","SOJA","1999/00","32344.599999999999","producao"
"549","SORGO","1999/00","781.39999999999998","producao"
"550","TRIGO","1999/00","1658.4000000000001","producao"
"551","TRITICALE","1999/00","0","producao"
"552","BRASIL","1999/00","83029.930999999997","producao"
"553","ALGODÃO - CAROÇO","2000/01","1521.9000000000001","producao"
"554","AMENDOIM TOTAL","2000/01","196.69999999999999","producao"
"555","AMENDOIM 1ª SAFRA","2000/01","168.5","producao"
"556","AMENDOIM 2ª SAFRA","2000/01","28.199999999999999","producao"
"557","ARROZ","2000/01","10386","producao"
"558","AVEIA","2000/01","330.69999999999999","producao"
"559","CANOLA","2000/01","0","producao"
"560","CENTEIO","2000/01","8.5999999999999996","producao"
"561","CEVADA","2000/01","283","producao"
"562","FEIJÃO TOTAL","2000/01","2592.3770000000004","producao"
"563","FEIJÃO 1ª SAFRA","2000/01","1155.7","producao"
"564","FEIJÃO 2ª SAFRA","2000/01","864.39999999999998","producao"
"565","FEIJÃO 3ª SAFRA","2000/01","572.27700000000004","producao"
"566","GIRASSOL","2000/01","56.299999999999997","producao"
"567","MAMONA","2000/01","79.900000000000006","producao"
"568","MILHO TOTAL","2000/01","42289.699999999997","producao"
"569","MILHO 1ª SAFRA","2000/01","35833","producao"
"570","MILHO 2ª SAFRA","2000/01","6456.6999999999998","producao"
"571","SOJA","2000/01","38431.800000000003","producao"
"572","SORGO","2000/01","895.70000000000005","producao"
"573","TRIGO","2000/01","3194.1999999999998","producao"
"574","TRITICALE","2000/01","0","producao"
"575","BRASIL","2000/01","100266.87700000001","producao"
"576","ALGODÃO - CAROÇO","2001/02","1244.9000000000001","producao"
"577","AMENDOIM TOTAL","2001/02","189.40000000000001","producao"
"578","AMENDOIM 1ª SAFRA","2001/02","157.69999999999999","producao"
"579","AMENDOIM 2ª SAFRA","2001/02","31.699999999999999","producao"
"580","ARROZ","2001/02","10626.1","producao"
"581","AVEIA","2001/02","284.69999999999999","producao"
"582","CANOLA","2001/02","0","producao"
"583","CENTEIO","2001/02","5.7999999999999998","producao"
"584","CEVADA","2001/02","234.80000000000001","producao"
"585","FEIJÃO TOTAL","2001/02","2983","producao"
"586","FEIJÃO 1ª SAFRA","2001/02","1303","producao"
"587","FEIJÃO 2ª SAFRA","2001/02","1027.0999999999999","producao"
"588","FEIJÃO 3ª SAFRA","2001/02","652.89999999999998","producao"
"589","GIRASSOL","2001/02","71","producao"
"590","MAMONA","2001/02","72.400000000000006","producao"
"591","MILHO TOTAL","2001/02","35280.699999999997","producao"
"592","MILHO 1ª SAFRA","2001/02","29100.200000000001","producao"
"593","MILHO 2ª SAFRA","2001/02","6180.5","producao"
"594","SOJA","2001/02","41916.900000000001","producao"
"595","SORGO","2001/02","798.20000000000005","producao"
"596","TRIGO","2001/02","2913.9000000000001","producao"
"597","TRITICALE","2001/02","177.19999999999999","producao"
"598","BRASIL","2001/02","96799","producao"
"599","ALGODÃO - CAROÇO","2002/03","1364.8","producao"
"600","AMENDOIM TOTAL","2002/03","174.90000000000001","producao"
"601","AMENDOIM 1ª SAFRA","2002/03","143.30000000000001","producao"
"602","AMENDOIM 2ª SAFRA","2002/03","31.600000000000001","producao"
"603","ARROZ","2002/03","10367.1","producao"
"604","AVEIA","2002/03","390.10000000000002","producao"
"605","CANOLA","2002/03","0","producao"
"606","CENTEIO","2002/03","3.3999999999999999","producao"
"607","CEVADA","2002/03","303.69999999999999","producao"
"608","FEIJÃO TOTAL","2002/03","3205","producao"
"609","FEIJÃO 1ª SAFRA","2002/03","1240.5","producao"
"610","FEIJÃO 2ª SAFRA","2002/03","1245.8","producao"
"611","FEIJÃO 3ª SAFRA","2002/03","718.70000000000005","producao"
"612","GIRASSOL","2002/03","56.399999999999999","producao"
"613","MAMONA","2002/03","86.299999999999997","producao"
"614","MILHO TOTAL","2002/03","47410.900000000001","producao"
"615","MILHO 1ª SAFRA","2002/03","34613.599999999999","producao"
"616","MILHO 2ª SAFRA","2002/03","12797.299999999999","producao"
"617","SOJA","2002/03","52017.5","producao"
"618","SORGO","2002/03","1696.7","producao"
"619","TRIGO","2002/03","5851.3000000000002","producao"
"620","TRITICALE","2002/03","239.90000000000001","producao"
"621","BRASIL","2002/03","123168","producao"
"622","ALGODÃO - CAROÇO","2003/04","2099.1999999999998","producao"
"623","AMENDOIM TOTAL","2003/04","217.30000000000001","producao"
"624","AMENDOIM 1ª SAFRA","2003/04","176.30000000000001","producao"
"625","AMENDOIM 2ª SAFRA","2003/04","41","producao"
"626","ARROZ","2003/04","12829.4","producao"
"627","AVEIA","2003/04","411","producao"
"628","CANOLA","2003/04","0","producao"
"629","CENTEIO","2003/04","3.5","producao"
"630","CEVADA","2003/04","367.19999999999999","producao"
"631","FEIJÃO TOTAL","2003/04","2978.3000000000002","producao"
"632","FEIJÃO 1ª SAFRA","2003/04","1235.0999999999999","producao"
"633","FEIJÃO 2ª SAFRA","2003/04","1035.8","producao"
"634","FEIJÃO 3ª SAFRA","2003/04","707.39999999999998","producao"
"635","GIRASSOL","2003/04","85.799999999999997","producao"
"636","MAMONA","2003/04","107.3","producao"
"637","MILHO TOTAL","2003/04","42128.5","producao"
"638","MILHO 1ª SAFRA","2003/04","31554.200000000001","producao"
"639","MILHO 2ª SAFRA","2003/04","10574.299999999999","producao"
"640","SOJA","2003/04","49792.699999999997","producao"
"641","SORGO","2003/04","2014.0999999999999","producao"
"642","TRIGO","2003/04","6073.5","producao"
"643","TRITICALE","2003/04","228.59999999999999","producao"
"644","BRASIL","2003/04","119114.2","producao"
"645","ALGODÃO - CAROÇO","2004/05","2129.1249210000001","producao"
"646","AMENDOIM TOTAL","2004/05","301.69999999999999","producao"
"647","AMENDOIM 1ª SAFRA","2004/05","244.40000000000001","producao"
"648","AMENDOIM 2ª SAFRA","2004/05","57.299999999999997","producao"
"649","ARROZ","2004/05","13227.299999999999","producao"
"650","AVEIA","2004/05","433.30000000000001","producao"
"651","CANOLA","2004/05","0","producao"
"652","CENTEIO","2004/05","3.3999999999999999","producao"
"653","CEVADA","2004/05","386.69999999999999","producao"
"654","FEIJÃO TOTAL","2004/05","3044.4000000000001","producao"
"655","FEIJÃO 1ª SAFRA","2004/05","1101.2","producao"
"656","FEIJÃO 2ª SAFRA","2004/05","984.5","producao"
"657","FEIJÃO 3ª SAFRA","2004/05","958.70000000000005","producao"
"658","GIRASSOL","2004/05","62.5","producao"
"659","MAMONA","2004/05","209.80000000000001","producao"
"660","MILHO TOTAL","2004/05","34976.900000000001","producao"
"661","MILHO 1ª SAFRA","2004/05","27272.400000000001","producao"
"662","MILHO 2ª SAFRA","2004/05","7704.5","producao"
"663","SOJA","2004/05","52304.599999999999","producao"
"664","SORGO","2004/05","1567.7","producao"
"665","TRIGO","2004/05","4873.1000000000004","producao"
"666","TRITICALE","2004/05","220.5","producao"
"667","BRASIL","2004/05","114695","producao"
"668","ALGODÃO - CAROÇO","2005/06","1685.729419","producao"
"669","AMENDOIM TOTAL","2005/06","267.71557200000001","producao"
"670","AMENDOIM 1ª SAFRA","2005/06","209.35400000000001","producao"
"671","AMENDOIM 2ª SAFRA","2005/06","58.361571999999995","producao"
"672","ARROZ","2005/06","11721.737790000001","producao"
"673","AVEIA","2005/06","516.5","producao"
"674","CANOLA","2005/06","0","producao"
"675","CENTEIO","2005/06","6.5999999999999996","producao"
"676","CEVADA","2005/06","399.39999999999998","producao"
"677","FEIJÃO TOTAL","2005/06","3471.1999999999998","producao"
"678","FEIJÃO 1ª SAFRA","2005/06","1149.3","producao"
"679","FEIJÃO 2ª SAFRA","2005/06","1462.2","producao"
"680","FEIJÃO 3ª SAFRA","2005/06","859.70000000000005","producao"
"681","GIRASSOL","2005/06","93.599999999999994","producao"
"682","MAMONA","2005/06","103.90000000000001","producao"
"683","MILHO TOTAL","2005/06","42514.900000000001","producao"
"684","MILHO 1ª SAFRA","2005/06","31809","producao"
"685","MILHO 2ª SAFRA","2005/06","10705.9","producao"
"686","SOJA","2005/06","55027.099999999999","producao"
"687","SORGO","2005/06","1543","producao"
"688","TRIGO","2005/06","2233.6999999999998","producao"
"689","TRITICALE","2005/06","306.30000000000001","producao"
"690","BRASIL","2005/06","122530.78278100002","producao"
"691","ALGODÃO - CAROÇO","2006/07","2383.5999999999999","producao"
"692","AMENDOIM TOTAL","2006/07","225.69999999999999","producao"
"693","AMENDOIM 1ª SAFRA","2006/07","182","producao"
"694","AMENDOIM 2ª SAFRA","2006/07","43.700000000000003","producao"
"695","ARROZ","2006/07","11315.9","producao"
"696","AVEIA","2006/07","378","producao"
"697","CANOLA","2006/07","0","producao"
"698","CENTEIO","2006/07","5.9000000000000004","producao"
"699","CEVADA","2006/07","205.80000000000001","producao"
"700","FEIJÃO TOTAL","2006/07","3339.8000000000002","producao"
"701","FEIJÃO 1ª SAFRA","2006/07","1568","producao"
"702","FEIJÃO 2ª SAFRA","2006/07","996.60000000000002","producao"
"703","FEIJÃO 3ª SAFRA","2006/07","775.20000000000005","producao"
"704","GIRASSOL","2006/07","106.09999999999999","producao"
"705","MAMONA","2006/07","93.700000000000003","producao"
"706","MILHO TOTAL","2006/07","51369.699999999997","producao"
"707","MILHO 1ª SAFRA","2006/07","36596.699999999997","producao"
"708","MILHO 2ª SAFRA","2006/07","14773","producao"
"709","SOJA","2006/07","58391.800000000003","producao"
"710","SORGO","2006/07","1497.0999999999999","producao"
"711","TRIGO","2006/07","4097.1000000000004","producao"
"712","TRITICALE","2006/07","203.80000000000001","producao"
"713","BRASIL","2006/07","131750.60000000001","producao"
"714","ALGODÃO - CAROÇO","2007/08","2504.6999999999998","producao"
"715","AMENDOIM TOTAL","2007/08","303.10000000000002","producao"
"716","AMENDOIM 1ª SAFRA","2007/08","256.19999999999999","producao"
"717","AMENDOIM 2ª SAFRA","2007/08","46.899999999999999","producao"
"718","ARROZ","2007/08","12074","producao"
"719","AVEIA","2007/08","230.19999999999999","producao"
"720","CANOLA","2007/08","0","producao"
"721","CENTEIO","2007/08","4.9000000000000004","producao"
"722","CEVADA","2007/08","264.69999999999999","producao"
"723","FEIJÃO TOTAL","2007/08","3520.9000000000001","producao"
"724","FEIJÃO 1ª SAFRA","2007/08","1243.0999999999999","producao"
"725","FEIJÃO 2ª SAFRA","2007/08","1445.5","producao"
"726","FEIJÃO 3ª SAFRA","2007/08","832.29999999999995","producao"
"727","GIRASSOL","2007/08","147.09999999999999","producao"
"728","MAMONA","2007/08","123.3","producao"
"729","MILHO TOTAL","2007/08","58652.199999999997","producao"
"730","MILHO 1ª SAFRA","2007/08","39964.099999999999","producao"
"731","MILHO 2ª SAFRA","2007/08","18688.099999999999","producao"
"732","SOJA","2007/08","60017.699999999997","producao"
"733","SORGO","2007/08","1985.5","producao"
"734","TRIGO","2007/08","5884","producao"
"735","TRITICALE","2007/08","211.90000000000001","producao"
"736","BRASIL","2007/08","144137.29999999999","producao"
"737","ALGODÃO - CAROÇO","2008/09","1890.5999999999999","producao"
"738","AMENDOIM TOTAL","2008/09","300.60000000000002","producao"
"739","AMENDOIM 1ª SAFRA","2008/09","246.09999999999999","producao"
"740","AMENDOIM 2ª SAFRA","2008/09","54.5","producao"
"741","ARROZ","2008/09","12602.5","producao"
"742","AVEIA","2008/09","232.19999999999999","producao"
"743","CANOLA","2008/09","0","producao"
"744","CENTEIO","2008/09","6.0999999999999996","producao"
"745","CEVADA","2008/09","237","producao"
"746","FEIJÃO TOTAL","2008/09","3490.5999999999999","producao"
"747","FEIJÃO 1ª SAFRA","2008/09","1344.5","producao"
"748","FEIJÃO 2ª SAFRA","2008/09","1371.5999999999999","producao"
"749","FEIJÃO 3ª SAFRA","2008/09","774.5","producao"
"750","GIRASSOL","2008/09","109.40000000000001","producao"
"751","MAMONA","2008/09","92.5","producao"
"752","MILHO TOTAL","2008/09","51003.900000000001","producao"
"753","MILHO 1ª SAFRA","2008/09","33654.900000000001","producao"
"754","MILHO 2ª SAFRA","2008/09","17349","producao"
"755","SOJA","2008/09","57165.5","producao"
"756","SORGO","2008/09","1934.9000000000001","producao"
"757","TRIGO","2008/09","5026.1999999999998","producao"
"758","TRITICALE","2008/09","184.69999999999999","producao"
"759","BRASIL","2008/09","135134.5","producao"
"760","ALGODÃO - CAROÇO","2009/10","1843.0999999999999","producao"
"761","AMENDOIM TOTAL","2009/10","226","producao"
"762","AMENDOIM 1ª SAFRA","2009/10","191.90000000000001","producao"
"763","AMENDOIM 2ª SAFRA","2009/10","34.100000000000001","producao"
"764","ARROZ","2009/10","11660.9","producao"
"765","AVEIA","2009/10","244.09999999999999","producao"
"766","CANOLA","2009/10","42.200000000000003","producao"
"767","CENTEIO","2009/10","4.7999999999999998","producao"
"768","CEVADA","2009/10","201.40000000000001","producao"
"769","FEIJÃO TOTAL","2009/10","3322.5","producao"
"770","FEIJÃO 1ª SAFRA","2009/10","1463.0999999999999","producao"
"771","FEIJÃO 2ª SAFRA","2009/10","1022.8","producao"
"772","FEIJÃO 3ª SAFRA","2009/10","836.60000000000002","producao"
"773","GIRASSOL","2009/10","80.599999999999994","producao"
"774","MAMONA","2009/10","100.59999999999999","producao"
"775","MILHO TOTAL","2009/10","56018","producao"
"776","MILHO 1ª SAFRA","2009/10","34079.199999999997","producao"
"777","MILHO 2ª SAFRA","2009/10","21938.799999999999","producao"
"778","SOJA","2009/10","68688.199999999997","producao"
"779","SORGO","2009/10","1624.2","producao"
"780","TRIGO","2009/10","5881.6053999999995","producao"
"781","TRITICALE","2009/10","172.09999999999999","producao"
"782","BRASIL","2009/10","149254.89999999999","producao"
"783","ALGODÃO - CAROÇO","2010/11","3228.5999999999999","producao"
"784","AMENDOIM TOTAL","2010/11","226.5","producao"
"785","AMENDOIM 1ª SAFRA","2010/11","199.19999999999999","producao"
"786","AMENDOIM 2ª SAFRA","2010/11","27.300000000000001","producao"
"787","ARROZ","2010/11","13613.1","producao"
"788","AVEIA","2010/11","379","producao"
"789","CANOLA","2010/11","69.700000000000003","producao"
"790","CENTEIO","2010/11","3.2000000000000002","producao"
"791","CEVADA","2010/11","283.89999999999998","producao"
"792","FEIJÃO TOTAL","2010/11","3732.8000000000002","producao"
"793","FEIJÃO 1ª SAFRA","2010/11","1680.3","producao"
"794","FEIJÃO 2ª SAFRA","2010/11","1325.0999999999999","producao"
"795","FEIJÃO 3ª SAFRA","2010/11","727.39999999999998","producao"
"796","GIRASSOL","2010/11","83.099999999999994","producao"
"797","MAMONA","2010/11","141.30000000000001","producao"
"798","MILHO TOTAL","2010/11","57407","producao"
"799","MILHO 1ª SAFRA","2010/11","34946.699999999997","producao"
"800","MILHO 2ª SAFRA","2010/11","22460.299999999999","producao"
"801","SOJA","2010/11","75324.300000000003","producao"
"802","SORGO","2010/11","2314","producao"
"803","TRIGO","2010/11","5788.6000000000004","producao"
"804","TRITICALE","2010/11","114.90000000000001","producao"
"805","BRASIL","2010/11","162803","producao"
"806","ALGODÃO - CAROÇO","2011/12","3018.5999999999999","producao"
"807","AMENDOIM TOTAL","2011/12","294.69999999999999","producao"
"808","AMENDOIM 1ª SAFRA","2011/12","274.60000000000002","producao"
"809","AMENDOIM 2ª SAFRA","2011/12","20.100000000000001","producao"
"810","ARROZ","2011/12","11599.5","producao"
"811","AVEIA","2011/12","353.5","producao"
"812","CANOLA","2011/12","52","producao"
"813","CENTEIO","2011/12","3.5","producao"
"814","CEVADA","2011/12","305.10000000000002","producao"
"815","FEIJÃO TOTAL","2011/12","2918.5","producao"
"816","FEIJÃO 1ª SAFRA","2011/12","1235.5999999999999","producao"
"817","FEIJÃO 2ª SAFRA","2011/12","1063.9000000000001","producao"
"818","FEIJÃO 3ª SAFRA","2011/12","619","producao"
"819","GIRASSOL","2011/12","116.40000000000001","producao"
"820","MAMONA","2011/12","24.800000000000001","producao"
"821","MILHO TOTAL","2011/12","72979.800000000003","producao"
"822","MILHO 1ª SAFRA","2011/12","33867.099999999999","producao"
"823","MILHO 2ª SAFRA","2011/12","39112.699999999997","producao"
"824","SOJA","2011/12","66383","producao"
"825","SORGO","2011/12","2221.9000000000001","producao"
"826","TRIGO","2011/12","4379.5","producao"
"827","TRITICALE","2011/12","112.2","producao"
"828","BRASIL","2011/12","166172.10000000001","producao"
"829","ALGODÃO - CAROÇO","2012/13","2018.8","producao"
"830","AMENDOIM TOTAL","2012/13","326.30000000000001","producao"
"831","AMENDOIM 1ª SAFRA","2012/13","306.69999999999999","producao"
"832","AMENDOIM 2ª SAFRA","2012/13","19.600000000000001","producao"
"833","ARROZ","2012/13","11819.700000000001","producao"
"834","AVEIA","2012/13","397.89999999999998","producao"
"835","CANOLA","2012/13","60.5","producao"
"836","CENTEIO","2012/13","2.7000000000000002","producao"
"837","CEVADA","2012/13","361.13850000000002","producao"
"838","FEIJÃO TOTAL","2012/13","2806.3000000000002","producao"
"839","FEIJÃO 1ª SAFRA","2012/13","964.60000000000002","producao"
"840","FEIJÃO 2ª SAFRA","2012/13","1106.2","producao"
"841","FEIJÃO 3ª SAFRA","2012/13","735.29999999999995","producao"
"842","GIRASSOL","2012/13","110","producao"
"843","MAMONA","2012/13","15.800000000000001","producao"
"844","MILHO TOTAL","2012/13","81505.699999999997","producao"
"845","MILHO 1ª SAFRA","2012/13","34576.708100000003","producao"
"846","MILHO 2ª SAFRA","2012/13","46928.900000000001","producao"
"847","SOJA","2012/13","81499.399999999994","producao"
"848","SORGO","2012/13","2101.5","producao"
"849","TRIGO","2012/13","5527.8999999999996","producao"
"850","TRITICALE","2012/13","104.8","producao"
"851","BRASIL","2012/13","188658.14660000004","producao"
"852","ALGODÃO - CAROÇO","2013/14","2670.5999999999999","producao"
"853","AMENDOIM TOTAL","2013/14","315.80000000000001","producao"
"854","AMENDOIM 1ª SAFRA","2013/14","291.60000000000002","producao"
"855","AMENDOIM 2ª SAFRA","2013/14","24.199999999999999","producao"
"856","ARROZ","2013/14","12121.6","producao"
"857","AVEIA","2013/14","306.5","producao"
"858","CANOLA","2013/14","36.299999999999997","producao"
"859","CENTEIO","2013/14","3.5","producao"
"860","CEVADA","2013/14","305.39999999999998","producao"
"861","FEIJÃO TOTAL","2013/14","3453.8000000000002","producao"
"862","FEIJÃO 1ª SAFRA","2013/14","1258.7","producao"
"863","FEIJÃO 2ª SAFRA","2013/14","1331.9000000000001","producao"
"864","FEIJÃO 3ª SAFRA","2013/14","863.39999999999998","producao"
"865","GIRASSOL","2013/14","232.69999999999999","producao"
"866","MAMONA","2013/14","44.700000000000003","producao"
"867","MILHO TOTAL","2013/14","80052","producao"
"868","MILHO 1ª SAFRA","2013/14","31652.91","producao"
"869","MILHO 2ª SAFRA","2013/14","48399.099999999999","producao"
"870","SOJA","2013/14","86120.800000000003","producao"
"871","SORGO","2013/14","1891.2","producao"
"872","TRIGO","2013/14","5971.1000000000004","producao"
"873","TRITICALE","2013/14","95.799999999999997","producao"
"874","BRASIL","2013/14","193622.01000000001","producao"
"875","ALGODÃO - CAROÇO","2014/15","2348.5999999999999","producao"
"876","AMENDOIM TOTAL","2014/15","346.80000000000001","producao"
"877","AMENDOIM 1ª SAFRA","2014/15","319.30000000000001","producao"
"878","AMENDOIM 2ª SAFRA","2014/15","27.5","producao"
"879","ARROZ","2014/15","12444.5","producao"
"880","AVEIA","2014/15","351.19999999999999","producao"
"881","CANOLA","2014/15","54.899999999999999","producao"
"882","CENTEIO","2014/15","2.8999999999999999","producao"
"883","CEVADA","2014/15","263","producao"
"884","FEIJÃO TOTAL","2014/15","3210.1999999999998","producao"
"885","FEIJÃO 1ª SAFRA","2014/15","1131.5999999999999","producao"
"886","FEIJÃO 2ª SAFRA","2014/15","1228.2","producao"
"887","FEIJÃO 3ª SAFRA","2014/15","850.5","producao"
"888","GIRASSOL","2014/15","153.19999999999999","producao"
"889","MAMONA","2014/15","47","producao"
"890","MILHO TOTAL","2014/15","84672.399999999994","producao"
"891","MILHO 1ª SAFRA","2014/15","30082.011599999998","producao"
"892","MILHO 2ª SAFRA","2014/15","54590.5","producao"
"893","SOJA","2014/15","96228","producao"
"894","SORGO","2014/15","2055.3000000000002","producao"
"895","TRIGO","2014/15","5534.8999999999996","producao"
"896","TRITICALE","2014/15","56.899999999999999","producao"
"897","BRASIL","2014/15","207770.01160000003","producao"
"898","ALGODÃO - CAROÇO","2015/16","1937.0999999999999","producao"
"899","AMENDOIM TOTAL","2015/16","406.10000000000002","producao"
"900","AMENDOIM 1ª SAFRA","2015/16","388.80000000000001","producao"
"901","AMENDOIM 2ª SAFRA","2015/16","17.300000000000001","producao"
"902","ARROZ","2015/16","10603","producao"
"903","AVEIA","2015/16","827.79999999999995","producao"
"904","CANOLA","2015/16","71.900000000000006","producao"
"905","CENTEIO","2015/16","6.5","producao"
"906","CEVADA","2015/16","374.80000000000001","producao"
"907","FEIJÃO TOTAL","2015/16","2512.9000000000001","producao"
"908","FEIJÃO 1ª SAFRA","2015/16","1034.3","producao"
"909","FEIJÃO 2ª SAFRA","2015/16","912.60000000000002","producao"
"910","FEIJÃO 3ª SAFRA","2015/16","566.60000000000002","producao"
"911","GIRASSOL","2015/16","63.100000000000001","producao"
"912","MAMONA","2015/16","14.800000000000001","producao"
"913","MILHO TOTAL","2015/16","66530.600000000006","producao"
"914","MILHO 1ª SAFRA","2015/16","25758.103199999998","producao"
"915","MILHO 2ª SAFRA","2015/16","40772.699999999997","producao"
"916","SOJA","2015/16","95434.600000000006","producao"
"917","SORGO","2015/16","1031.5","producao"
"918","TRIGO","2015/16","6726.8000000000002","producao"
"919","TRITICALE","2015/16","68.099999999999994","producao"
"920","BRASIL","2015/16","186610.4032","producao"
"921","ALGODÃO - CAROÇO","2016/17","2298.3000000000002","producao"
"922","AMENDOIM TOTAL","2016/17","466.19999999999999","producao"
"923","AMENDOIM 1ª SAFRA","2016/17","438.80000000000001","producao"
"924","AMENDOIM 2ª SAFRA","2016/17","27.399999999999999","producao"
"925","ARROZ","2016/17","12327.799999999999","producao"
"926","AVEIA","2016/17","633.79999999999995","producao"
"927","CANOLA","2016/17","40.799999999999997","producao"
"928","CENTEIO","2016/17","6.2000000000000002","producao"
"929","CEVADA","2016/17","282.05220000000003","producao"
"930","FEIJÃO TOTAL","2016/17","3399.5","producao"
"931","FEIJÃO 1ª SAFRA","2016/17","1360.5999999999999","producao"
"932","FEIJÃO 2ª SAFRA","2016/17","1200.9000000000001","producao"
"933","FEIJÃO 3ª SAFRA","2016/17","837.70000000000005","producao"
"934","GIRASSOL","2016/17","103.7","producao"
"935","MAMONA","2016/17","13.1","producao"
"936","MILHO TOTAL","2016/17","97842.800000000003","producao"
"937","MILHO 1ª SAFRA","2016/17","30462.014999999999","producao"
"938","MILHO 2ª SAFRA","2016/17","67380.899999999994","producao"
"939","SOJA","2016/17","114075.3","producao"
"940","SORGO","2016/17","1864.8","producao"
"941","TRIGO","2016/17","4263.5","producao"
"942","TRITICALE","2016/17","53.5","producao"
"943","BRASIL","2016/17","237671.35219999999","producao"
"944","ALGODÃO - CAROÇO","2017/18","3007.0999999999999","producao"
"945","AMENDOIM TOTAL","2017/18","515.89999999999998","producao"
"946","AMENDOIM 1ª SAFRA","2017/18","502.80000000000001","producao"
"947","AMENDOIM 2ª SAFRA","2017/18","8.5999999999999996","producao"
"948","ARROZ","2017/18","12064.200000000001","producao"
"949","AVEIA","2017/18","794.79999999999995","producao"
"950","CANOLA","2017/18","49.5","producao"
"951","CENTEIO","2017/18","7.5","producao"
"952","CEVADA","2017/18","353.48520000000002","producao"
"953","FEIJÃO TOTAL","2017/18","3116.0999999999999","producao"
"954","FEIJÃO 1ª SAFRA","2017/18","1286.4000000000001","producao"
"955","FEIJÃO 2ª SAFRA","2017/18","1216","producao"
"956","FEIJÃO 3ª SAFRA","2017/18","613.79999999999995","producao"
"957","GIRASSOL","2017/18","142.19999999999999","producao"
"958","MAMONA","2017/18","20","producao"
"959","MILHO TOTAL","2017/18","80709.5","producao"
"960","MILHO 1ª SAFRA","2017/18","26810.695999999996","producao"
"961","MILHO 2ª SAFRA","2017/18","53898.900000000001","producao"
"962","SOJA","2017/18","119281.7","producao"
"963","SORGO","2017/18","2135.8000000000002","producao"
"964","TRIGO","2017/18","5427.6000000000004","producao"
"965","TRITICALE","2017/18","53.899999999999999","producao"
"966","BRASIL","2017/18","227679.28520000001","producao"
"967","ALGODÃO - CAROÇO","2018/19","4166.4000000000005","producao"
